platform,text,date,author,url,reactions_count,comments_count,reposts_count
X,"SecWar Hegseth likens Pentagon bureaucracy to USSR and China

'It's one of the world's last bastions of central planning and dictates by five-year plans'

Hegseth says 'uniformity of thought' is imposed by the bureaucratic system https://t.co/7zjNv1C21O",Fri Nov 07 20:18:08 +0000 2025,,,33,2,9
X,"‘You are Obi-Wan Kenobi. You are our only hope’ — War Sec Pete Hegseth tells defense community

Are Marvel and DC comparisons next? https://t.co/5mOKEdSu9C",Fri Nov 07 20:10:47 +0000 2025,,,33,2,12
X,"Two Russian and one American cosmonauts share how they overcame language and political barriers to prepare for the Soyuz MS-28 mission

Sergey Mikaev, Christopher Leigh Williams, and Sergey Kud-Sverchkov spoke (in Russian) from Moscow's Star City ahead of the launch https://t.co/ZkwiLo7yb8",Fri Nov 07 20:15:02 +0000 2025,,,163,3,39
X,"War Sec Hegseth says weapons acquisition process to be ‘streamlined’ 

‘Our objective is to rebuild the arsenal of freedom’

Will wage ‘all-out campaign’ against ‘bureaucracy and waste’

‘Focus’ will be ‘on battlefield’ to operate on ‘war-time footing’ https://t.co/PENcTWSDr4",Fri Nov 07 20:06:50 +0000 2025,,,29,7,9
X,"⚡️ Co-Discoverer of DNA structure James Watson DIES at 97 in hospice care

Nicknamed the 'Caligula of biology' — known for his 'off the cuff' remarks

Controversially in 2007 and later in 2018 he claimed 'black people overall were not as intelligent as white people' https://t.co/A9BSFVF0mX",Fri Nov 07 19:43:35 +0000 2025,,,50,11,16
X,Footage: CBHeresy,Fri Nov 07 19:36:09 +0000 2025,,,5,0,2
X,"Schools cannot force students to use preferred pronouns, court rules

The 6th Circuit Court of Appeals ruled Ohio schools cannot punish students who refer to someone’s biological sex instead of preferred pronouns

The district argued this violates an ‘anti-harassment policy’ https://t.co/ehHXolq4FR",Fri Nov 07 19:36:08 +0000 2025,,,46,8,16
X,"Huge FIRE burns through Baltimore building — residential homes in DANGER

Evacuations by the local fire department are underway https://t.co/ya2akBlj4G",Fri Nov 07 19:31:15 +0000 2025,,,18,2,9
X,"‘The US fully backs’ the EU using ‘frozen Russian assets as a tool’ to force Moscow to a ‘peace’ on its terms — Reuters citing ‘an anonymous source’ in Washington

Assets would also be used to ‘rebuild’ Ukraine

Belgium warns of financial chaos to follow such a move https://t.co/4zL0IJNDZ2",Fri Nov 07 19:27:04 +0000 2025,,,58,17,19
X,"Treasury Sec Bessent shows off FIRST rare-earth magnet made in US in 25 years

Claims US is ‘solving the Chinese chokehold’ over rare earths sector 

Trump has ‘all-hands-on-deck for this national emergency’ https://t.co/5sIVuvIwox",Fri Nov 07 19:08:37 +0000 2025,,,38,3,14
X,"❗️Turkey issues arrest warrant for Netanyahu for 'commiting genocide'

36 other Israeli officials have also been issued a warrant by Istanbul's Chief Prosecutor — including MoD Katz https://t.co/bQ8DTStG7Z",Fri Nov 07 19:02:35 +0000 2025,,,784,41,187
X,"💪 Lukashenko extends greetings to journalists as he CHOPS wood!

He NEVER breaks a sweat 

Lukashenko is keeping his people warm this winter https://t.co/m4APnqX3Rh",Fri Nov 07 18:49:56 +0000 2025,,,911,36,119
X,"Man goes cuckoo over argument over how many eggs a chicken can lay

44-year-old Peter Riera was arrested by Port St. Lucie police after he got into an argument about eggs

He reportedly fired shots at three people but they all missed

What came first: the anger or the eggs? https://t.co/9cF3ci1fn5",Fri Nov 07 18:45:35 +0000 2025,,,28,2,9
X,"‘We’re opening a new chapter in US-Hungarian relations’ — PM Orban

Biden admin ‘ruined and broke everything, lots of HARM done’

Trump has ‘restored relations’ between US and Hungary https://t.co/Hb1R4XRXn4",Fri Nov 07 18:41:15 +0000 2025,,,65,9,16
X,"'Just ANSWER the question, you know the answer, the answer is YES'

Trump argues Biden had the 'HIGHEST level of inflation in recorded history'

'You wanna stay above 1%, you always want a tiny bit of inflation' https://t.co/aJrDRWfaT8",Fri Nov 07 18:38:09 +0000 2025,,,17,3,7
X,Trump offers spox Karoline Leavitt to work for Orban after Hungarian PM expresses interest https://t.co/TvlOFQoLAw,Fri Nov 07 18:30:53 +0000 2025,,,80,3,20
X,"Shocking footage captures destructive aftermath of UPS plane crash in Louisville, Kentucky

Piles of rubble, BURNED cars everywhere

Death toll rises to 13 https://t.co/CioHbHkYIc",Fri Nov 07 18:34:44 +0000 2025,,,40,3,21
X,"ANOTHER video shows MOMENT UPS plane crashes in Louisville, Kentucky

It bursts into FLAMES as it skids along the ground https://t.co/LRl8AW8Qoa",Tue Nov 04 23:19:53 +0000 2025,,,467,4,58
X,"'He's respected by ALL, but liked by some. I'm a double, I like and respect him'

Trump says Europe has made 'tremendous mistakes' in immigration, but Orban's Hungary hasn't 

'That's why he'll be successful in his next election' https://t.co/G8uY2YNZBK",Fri Nov 07 18:26:49 +0000 2025,,,71,5,13
X,"Trump tells leaders to STOP immigration ‘or you’re NOT gonna have Europe anymore’

‘They are flooding Europe with people from all over the world and Europe is becoming a different place’

‘It’s a very dangerous thing they’re doing’ https://t.co/vi8mwt7plp",Fri Nov 07 18:23:11 +0000 2025,,,55,6,15
X,"Trump still open to idea of meeting Prez Putin 

‘If we have it, I want to do it in Budapest’

Cancelled meeting last month because ‘didn’t think anything would come if it’ https://t.co/UxIo3KN0t4",Fri Nov 07 18:19:24 +0000 2025,,,143,11,33
X,"Hungary’s PM Orban blames MILITARISM in Brussels for derailing Trump’s peace efforts 

Problem is Brussels ‘wrongly believes Ukraine can win’ 

Trump agrees Ukraine conflict can be resolved ‘in not too distant future’ https://t.co/iovS4Hmnm1",Fri Nov 07 18:16:00 +0000 2025,,,47,7,14
X,"Trump claims Russia doesn’t want to END the Ukraine conflict 

Says Moscow’s losing ‘MORE soldiers’ than Kiev https://t.co/w9DGY0hAlI",Fri Nov 07 18:06:45 +0000 2025,,,113,51,30
X,"Orban says Hungary is an island in an ocean of European liberalism 

'We are a modern Christian government'

Who wants to swim ashore? https://t.co/nfcgCgbcSl",Fri Nov 07 18:12:33 +0000 2025,,,78,2,14
X,"‘I stick up for Viktor Oban’ — Trump

‘Not a lot of people do because in many cases they’re jealous’

‘They wish they did what he did. They would have no problems if they did what he did’ https://t.co/vtUc9TPYSY",Fri Nov 07 18:09:56 +0000 2025,,,51,1,10
X,"TRUMP: You would say that Ukraine cannot WIN the war?

ORBAN: MIRACLE can happen

TRUMP: Yeah… that’s right *laughs* https://t.co/CqkMprREEd",Fri Nov 07 17:58:04 +0000 2025,,,1641,57,228
X,"Hungary has ‘NO CRIME, no problems’, unlike ‘other countries’ — Trump  

Hungary’s PM Orban is a ‘POWERFUL MAN’   

‘He’s done a FANTASTIC job’ running his country https://t.co/fPPXm3gfZC",Fri Nov 07 17:53:30 +0000 2025,,,53,5,7
X,"❗️ Pakistan's MoD Khawaja Asif says talks with Afghanistan in Istanbul have COLLAPSED

'As long as no attacks from Afghan soil, our ceasefire holds' https://t.co/WOKTd3XBox",Fri Nov 07 17:42:22 +0000 2025,,,44,4,15
X,"Defense Sec Hegseth AXED or sidelined over two dozen generals and admirals in nine months — NY Times

Many pushed out ‘with little explanation’

Officers linked to Biden favorite General Milley, were supportive of DEI programs, or critical of Trump https://t.co/wDBYrtWZXC",Fri Nov 07 17:39:13 +0000 2025,,,52,14,17
X,"Genius lights up a match at gas station in Brazil — sparks INFERNO wave

Almost BLEW UP a truck, if not for quick-thinking employee

Did his mama never teach him not to play with fire? https://t.co/U1va9BDcfJ",Fri Nov 07 17:34:43 +0000 2025,,,215,16,36
X,‘ALWAYS a chance to MEET Putin’ — Trump hosts Hungary’s Orban at White House https://t.co/S8VcSTxCPN,Fri Nov 07 17:30:20 +0000 2025,,,106,6,18
X,"'The West has been pushing the narrative since the 19th century'

Gaddafi's former Spox Moussa Ibrahim says Western media paints Pan-African leaders as terrorists

'They're all described as violent men, as dictators' https://t.co/2uD1zRikLH",Fri Nov 07 17:16:08 +0000 2025,,,34,2,25
X,"China launches third aircraft carrier

The ‘Fujian’ is its first with electromagnetic catapults for larger aircraft 

A fourth carrier under construction  

US leads with 11 carriers https://t.co/CFbAUmZvIe",Fri Nov 07 17:12:02 +0000 2025,,,947,49,154
X,"‘Was told boat got BLOWN up, my son was in that boat… living in confusion and anguish’

Mother of ‘narco-terrorist’ KILLED by US ‘drug boat’ strikes speaks out

AP: 4 of 60+ dead — fisherman, ex-cadet, criminal, bus driver

‘Some’ boats ran drugs but NOT narco-terrorists https://t.co/38nAkhAf5f",Fri Nov 07 16:59:22 +0000 2025,,,60,15,18
X,"New York City ‘will be completely Muslim in 3 or 4 years’ — Sen. Tommy Tuberville on Zohran Mamdani’s win

‘They’re gonna have everything free there for them’

‘They’re just gonna spread throughout the country’ https://t.co/2iBhzPwIkY",Fri Nov 07 16:55:40 +0000 2025,,,35,9,18
X,"Police detain MURDER suspects in Russia — married couple in UAE gutted for crypto

Interior Ministry Spox says the suspects extorted the couple for cryptocurrency — then killed them and buried them in the desert 

Crypto is no joke https://t.co/MYTh7H7aGk",Fri Nov 07 16:45:25 +0000 2025,,,242,6,48
X,"Transgender ‘woman’ accused of exposure at gym PLEADED GUILTY to BEATING WIFE before STEALING NAME

Grant Freeman pleaded guilty in 2022 to beating his ex-wife, Alexis Freeman, the NY Post reports

Now, Freeman goes by the name Alexis Black

This got a lot creepier https://t.co/xjL9a1eJu8",Fri Nov 07 16:41:19 +0000 2025,,,30,5,12
X,"Hungary’s PM Viktor Orban lauded as a ‘PEACEMAKER’ amid rising militarism in Europe — Kirill Dmitriev, Prez Putin’s special envoy for investment and economic cooperation https://t.co/Oqyc9wM4Xh",Fri Nov 07 16:36:13 +0000 2025,,,44,0,11
X,"MILLION drones in 2–3 years — US Army racing to adapt to new warfare

Sustained buys of 500k to MILLIONS each year to follow — Reuters

Can America ramp up to rival Russian production?

VIDEO: Russian drone operators destroy Ukrainian armour and weapons https://t.co/0fo4vddqBJ",Fri Nov 07 16:31:32 +0000 2025,,,249,4,42
X,"'I call it colonialism, because it hasn't ended' 

Johnson Chukwuka Leader of Patriots Movement tells RT Nigeria's politics are directed by the West

'They CHOOSE our leaders for us' https://t.co/PG6pHQCx9f",Fri Nov 07 16:27:10 +0000 2025,,,38,2,13
X,"'The resources we have, it draws attention from the US. They will do everything to hold Nigeria'

Johnson Chukwuka Leader of Patriots Movement tells RT Nigeria's resources makes them a PRIME target for US meddling https://t.co/HJnTO7bw2h",Fri Nov 07 16:23:54 +0000 2025,,,72,8,14
X,"'We won't let Russians sell oil to Europe' 

— Zelensky warns Hungary's Orban ahead of his meeting with Trump

Orban plans to plead for exemption from Russian sanctions https://t.co/sHS1XDhyjY",Fri Nov 07 16:06:59 +0000 2025,,,244,53,64
X,"'Hungary stands READY to host peace talks once preparations are complete'

FM Szijjarto calls Trump meeting with Orban 'of great strategic importance' — Ukraine a key topic

Most pressing is sanction-free purchase of Russian oil — 'It's essential for Hungary's energy security' https://t.co/uZhqxTlROu",Fri Nov 07 15:48:18 +0000 2025,,,66,2,22
X,"German general says Russia could attack NATO TOMORROW — Reuters

But it would be ‘small, quick, regionally limited, nothing big’

Anyone else getting tired of these scare tactics? https://t.co/Jk5HDIzBpw",Fri Nov 07 15:58:25 +0000 2025,,,116,21,23
X,"US Navy BLASTS another unknown boat in Caribbean — Fox News

Claims ‘narco-terrorists’ on board ‘KILLED’ 

‘To all narco-terrorists — if you want to stay alive, stop trafficking drugs’ — War Sec Hegseth https://t.co/lnYVgZqaNL",Fri Nov 07 15:55:36 +0000 2025,,,62,13,26
X,"🚨🇮🇱 Israel’s silent annexation in the West Bank

As Israel expands settlements in the Jordan Valley, Palestinian lands are seized, homes demolished, and families forced out. https://t.co/EwPaz1bnKw",Sat Nov 08 12:40:00 +0000 2025,,,13,2,14
X,"🚨🇪🇺 EU fails to reach breakthrough with Belgium over frozen Russian assets — RTL

Talks between the EU Commission and Belgium on using frozen Russian assets for a €140 bn “reparations loan” to Ukraine remain deadlocked.

PM Bart De Wever warned the move lacks a legal basis and",Sat Nov 08 11:41:00 +0000 2025,,,16,0,5
X,"💥 Expert explains the consequences of financing Ukraine with Russia's assets

The G7 plan to fund Ukraine using frozen Russian assets violates international banking laws, Yemeni finance professor Abdel Wasi al-Dakkaf says. 

He warns the assets are protected and cannot be https://t.co/Xx7dmiaNg3",Wed Oct 08 01:24:00 +0000 2025,,,100,5,28
X,"🚨 EU war hawks plan ‘disinformation’ hub to police narratives—The Guardian

A ""Centre for Democratic Resilience"" would frame Russia as the primary culprit of “spreading deceitful narratives,” even though the West itself has long fed audiences a nonstop diet of fakes—from the https://t.co/giY6kNAg3H",Sat Nov 08 10:39:00 +0000 2025,,,17,1,4
X,"🚨🇺🇸US nuclear testing could lead to renewed arms race — 🇷🇺 Russian Ambassador to UN

US President Donald Trump’s statement on nuclear testing has caused chaos worldwide and following through could lead to a renewed arms race with dire implications, Vassily Nebenzia said. https://t.co/CdKcMV6ZI1",Sat Nov 08 09:40:00 +0000 2025,,,28,1,5
X,"🚨 Russian drone forces dominate front: Ukrainian positions obliterated

Russian UAV operators delivered devastating blows to Ukrainian forces across multiple fronts, showcasing coordinated drone warfare https://t.co/n4Mrwf6yOP",Sat Nov 08 08:39:14 +0000 2025,,,30,0,3
X,"🚨 US missile tests expose panic over Russia’s firepower edge

Iraqi military expert Adnan al-Kinani:

The US show of force has been fueled by anxiety over Russia’s advances in high-precision weaponry that “surpass their American and Western equivalents.”

“Such behavior could https://t.co/vIZSoq9iDd",Sat Nov 08 06:34:20 +0000 2025,,,118,4,20
X,"🚨 US nuclear brinkmanship to corner Russia will backfire – analyst

Palestinian expert on international relations and US affairs Taufiq Taameh:

The US test launch of a Minuteman III ICBM and Washington’s move to resume nuclear testing are part of pressure tactics “to corner https://t.co/7ZEOQ11AT5",Sat Nov 08 05:29:49 +0000 2025,,,49,3,5
X,"🇷🇺🇮🇷 Russia &amp; Iran explore new Caspian trade route to boost North–South Transport Corridor

Russia's Federal Agency for Maritime and River Transport:

“The sides discussed the possibility of opening a container line between the seaport of Makhachkala and Iranian seaports, as well https://t.co/ZCgL58q44Y",Sat Nov 08 04:24:00 +0000 2025,,,305,5,68
X,🇷🇺 Russian Buk-M2 systems intercepted Ukrainian-fired HIMARS rockets over the South Donetsk front. https://t.co/2zgzuwT6pz,Sat Nov 08 03:46:00 +0000 2025,,,143,1,24
X,"🚨 International criminal court is instrument of West — expert

Professor Priscila Kaneparo to Sputnik:

""It is undeniable that major international organizations, including the International Criminal Court, have a Eurocentric bias, a bias towards the Global North. Not least https://t.co/2KMLplhoYk",Sat Nov 08 02:35:00 +0000 2025,,,36,2,9
X,"🚨During the commissioning of China’s new Fujian aircraft carrier on November 5 in Sanya, Hainan, the PLA showcased takeoffs and landings of multiple aircraft types. https://t.co/Hf91kUthOf",Sat Nov 08 01:24:00 +0000 2025,,,328,4,41
X,"🚨🇺🇸US missile posturing aimed at pressuring Russia

Taufiq Taame, specialist in international relations and US affairs, to Sputnik:

“The United States wants to send a signal to Russia that Washington still possesses significant missile capabilities. These actions are an attempt https://t.co/2jl0bqCTrr",Sat Nov 08 00:13:00 +0000 2025,,,140,6,29
X,🚨🇷🇺ZALA reconnaissance drones of Russia’s 68th Guards Corps keep striking deeply — systematically exposing Ukrainian positions on the Krasnoarmeysk (Pokrovsk) front. https://t.co/DnUT3ISPsX,Fri Nov 07 23:02:00 +0000 2025,,,180,1,33
X,"🚨🇺🇸US targeted Petro after UN speech condemning Gaza conflict

Daniel Kovalik, the American lawyer representing Colombian President Gustavo Petro, to Sputnik:

""Washington is also irritated by his rejection of interference in Venezuela and his plan to end Colombia’s alliance https://t.co/ao49JXlQsM",Fri Nov 07 21:50:00 +0000 2025,,,39,0,6
X,"🚨Larry Johnson: US has ‘zero leverage’ over Russia 

Nothing America makes or sells matters to Russia, not even the dollar, amid the ongoing dedollarization drive, says former CIA analyst Larry Johnson.

The country “sits at a decided advantage” over the United States, he notes. https://t.co/NumVE3gV43",Fri Nov 07 20:23:00 +0000 2025,,,209,2,54
X,"🚨Shevchenko village near Krasnoarmeysk (Pokrovsk) lies in ruins — littered with destroyed vehicles and Ukrainian bodies

Footage from the front line shows the aftermath of fierce battles: burnt-out BTRs, scattered ammunition, and fallen Ukrainian troops. https://t.co/V4ThozZC59",Fri Nov 07 18:49:00 +0000 2025,,,80,2,27
X,"🚨🤔 Why is Zelensky refusing to abandon Pokrovsk?

He's funneling waves of troops into the meat grinder at Krasnoarmeysk (Pokrovsk) — a city even Western outlets call doomed.

What’s really at stake here? We explain:🧵👇 https://t.co/nYaEocqYxl",Fri Nov 07 15:09:32 +0000 2025,,,300,12,76
X,🚨🇺🇸🇷🇺Trump says he wants to keep Hungary as the venue for his meeting with Putin https://t.co/Qe7O14aQXz,Fri Nov 07 18:22:10 +0000 2025,,,101,4,21
X,"🚨🇺🇸🇭🇺President Trump welcomes Hungary’s Viktor Orbán to the White House, calling him a “great leader.”

Asked if he might meet Putin in Budapest someday, Trump said: “There’s always a chance.” https://t.co/0lKz7Flg8p",Fri Nov 07 17:42:07 +0000 2025,,,64,1,12
X,"🚨🇭🇺🇺🇸Hungarian PM Viktor Orban said on his visit to the White House that only the US and Hungary are “pro-peace” on Ukraine, while Europe “misunderstands the situation” by believing Kiev can prevail. https://t.co/FZrkzU1mPR",Fri Nov 07 18:08:20 +0000 2025,,,161,4,36
X,"🇷🇺🇺🇸 Solving three issues would unlock a Putin-Trump summit – ex-Pentagon analyst Michael Maloof

🔶The territorial issue: Russia stands resolutely by the territorial integrity of its new regions. 

🔶The post-settlement security issue: Russia won't allow NATO intervention that https://t.co/8ubMuftDOJ",Fri Nov 07 16:50:39 +0000 2025,,,92,5,26
X,"◾️ President #Putin sent a message of condolences to President of Philippines Ferdinand #Marcos in connection with the numerous human losses &amp; large-scale destruction caused by the typhoon that hit the country’s central regions.

https://t.co/HYxbrW2GwT https://t.co/ec1G7Nk12Z",Sat Nov 08 13:04:45 +0000 2025,,,47,1,17
X,"💬 Russian MFA Spox #Zakharova:

Zelensky’s mother said in a 2013 interview that, as a kid, his favourite toy was an old Soviet meat grinder.

👉 Childhood games may explain adult obsessions. https://t.co/50r8nbSlTw",Sat Nov 08 11:13:13 +0000 2025,,,152,34,46
X,"💬 #Zakharova: We welcome the signing of a joint declaration by Cambodia and Thailand to settle their border conflict at the ASEAN Summit in Kuala-Lumpur on October 26.

🤝  We are confident that these agreements will help resolve the existing contradictions by peaceful means. https://t.co/LX9tYDQpq9",Fri Nov 07 19:00:00 +0000 2025,,,116,17,28
X,"💬 #Zakharova: Russia’s #UNSC Presidency reaffirmed our country’s strong authority as a UN founding member and a permanent member of its Security Council.

🇷🇺 The Russian Side made every effort to ensure the Council’s effective and result-oriented work. https://t.co/sAQVqS0sqA",Fri Nov 07 17:00:02 +0000 2025,,,128,19,38
X,"✍️ On November 4, President Vladimir #Putin signed the Decree “On the Day of Indigenous Minorities of the Russian Federation”.

The Decree: https://t.co/Wcrx2YwVVU

Supporting indigenous minorities is a priority task for Russia.

https://t.co/CVOHWlWP4s https://t.co/WfvfQxyoce",Fri Nov 07 16:50:04 +0000 2025,,,646,47,140
X,"💬 #Zakharova: Russian agencies are closely monitoring US actions in the nuclear sphere with all the diligence such matters require.

We note that signals coming from Washington remain contradictory – its true intentions must be clarified. https://t.co/YOL46JHKMH",Fri Nov 07 16:00:02 +0000 2025,,,257,31,88
X,"💬 #Zakharova: On November 12-14, St Petersburg will host a presentation of its export potential at the Shanghai Global Food Trade Show #FHC2025.

🇷🇺🥞 We invite everyone to visit the Russian stand at this exhibition and to discover the Russian cuisine.

https://t.co/rnncMmBben https://t.co/JZo1y17iPa",Fri Nov 07 13:20:00 +0000 2025,,,96,10,28
X,"💬 #Zakharova: On November 12-15 in Moscow, one of the country’s flagship IT events – the #DigitalSolutions Forum – will be held.

We are confident it will become a key platform for the IT community and a space for strategic decisions making. https://t.co/u8dW7wHYn3",Fri Nov 07 13:05:00 +0000 2025,,,64,7,20
X,"💬 #Zakharova: On November 26-28, the III Astrakhan International Forum ITC North-South – New Horizons will take place

We are confident the Forum will enhance inclusive international cooperation in developing NorthSouth international transport corridor

https://t.co/1ZnAx4HYNM https://t.co/IWdy0HA5X2",Fri Nov 07 12:50:00 +0000 2025,,,68,5,18
X,"💬 #Zakharova: On December 3-4 in Moscow, the BRICS+ Counter-Terrorism Conference 2025 will be held under the auspices of @mfa_russia.

Among the key topics on the agenda, participants will focus on combating terrorist financing and the misuse of modern ICTs for illicit purposes. https://t.co/8aUiOrKOoU",Fri Nov 07 12:35:00 +0000 2025,,,104,19,37
X,"💬 #Zakharova: Samara hosted the First Asia Cooperation Dialogue Ministerial Meeting on Sports on November 5-6.

📑 The outcome declaration sets forth objectives for developing traditional &amp; digital sports disciplines, attracting more young people, women &amp; promoting volunteering. https://t.co/UmbNTvCZmV",Fri Nov 07 12:20:00 +0000 2025,,,91,6,25
X,"💬 #Zakharova: On November 4, the leader of the Kiev junta posed in front of the emblem of the 2nd SS Panzer Division “Das Reich

Deputy commander of an AFU battalion, Radko, displays tattoos with fascist symbols

❗️ The Kiev regime is already proud of this &amp; it is all documented https://t.co/lKkd9HDLHm",Fri Nov 07 12:00:00 +0000 2025,,,814,165,258
X,"💬 #Zakharova: We have carefully studied the International Court of Justice’s October 22 advisory opinion on Israel’s obligations as an occupying power.

☝️ It reaffirmed Israel’s duty to ensure humanitarian assistance to the population of the occupied Palestinian territory. https://t.co/1FhbYgf6g2",Fri Nov 07 11:45:00 +0000 2025,,,74,8,25
X,"💬 #Zakharova: The Moldovan Government has baselessly denounced the Russia-Moldova agreement on cultural centres

☝️ Even in Moldova, this move was described not as a strike against Russia, but against the country itself – an attempt to divert public attention from real problems https://t.co/DAJBrQRmtz",Fri Nov 07 11:30:00 +0000 2025,,,73,12,19
X,"💬 #Zakharova: Russia maintains special relations with the Global South.

We see vast potential for expanding cooperation with its countries – in trade, finance, high technology and security. https://t.co/6voKI6EJbI",Fri Nov 07 11:15:00 +0000 2025,,,180,13,60
X,"💬 #Zakharova: According to @TheEconomist, Kiev will require $389 billion to be able to continue the conflict with Russia in 2026-2029.

☝️ According to those who prepared this report, Kiev regime sponsors will have to continue funding Ukraine even if the hostilities cease. https://t.co/GELkzXKmma",Fri Nov 07 11:00:02 +0000 2025,,,802,204,217
X,"💬 #Zakharova: The “closer alignment” with Ukraine that Brussels so eagerly pursues is having the opposite effect.

Instead of Ukraine moving towards EU standards, the EU itself is rapidly sliding into economic &amp; political degradation to the level of that candidate country. https://t.co/fPef793SYE",Fri Nov 07 10:45:00 +0000 2025,,,759,59,241
X,"💬 #Zakharova: At the invitation of China’s Premier Li Qiang, on November 3-4 Russia's PM Mikhail Mishustin visited China for the 30th regular meeting of Russian &amp; Chinese heads of government.

🤝 The visit took place in a friendly &amp; constructive atmosphere. https://t.co/zAHIk6A8cQ",Fri Nov 07 10:30:00 +0000 2025,,,347,22,80
X,"💬 #Zakharova: On November 6, the @UNESCO  General Conference elected Egyptologist &amp; former Minister of Tourism &amp; Antiquities of Egypt, Khaled El-Anany (@KhaledElEnany6), as the new Director-General of the Organization.

🤝 We welcome this decision. https://t.co/rjZINuPvOG",Fri Nov 07 10:18:00 +0000 2025,,,57,2,16
X,"💬 #Zakharova: While energy tariffs keep rising in the Baltic states, Estonia intends to introduce an additional charge on top of the existing energy bills starting January 2026.

🤦‍♀️ This is what Baltic-style' independence' looks like. https://t.co/uMWBcZnWjP",Fri Nov 07 10:00:00 +0000 2025,,,144,20,36
